laptop_ID,Company,Product
344,Asus,X541NA (N3350/4GB/1TB/Linux)
345,Dell,Inspiron 7570
346,Dell,Inspiron 3552
347,Lenovo,IdeaPad 320-15ABR
348,HP,ProBook 450
349,Lenovo,Yoga 920-13IKB
350,Dell,XPS 13
351,Lenovo,Legion Y520-15IKBN
352,HP,Stream 14-AX001nv
353,Dell,Latitude 5590
354,Asus,VivoBook Flip
355,Dell,Inspiron 5570
356,Dell,XPS 15
357,HP,Elitebook 850
358,MSI,GP72MVR 7RFX
359,HP,Zbook 15
360,Toshiba,Tecra A50-C-21G
361,Dell,Inspiron 5570
362,Lenovo,IdeaPad 320-15IAP
363,Dell,Inspiron 7577
364,Dell,Inspiron 3567
365,Dell,Latitude 7480
366,HP,250 G6
367,Asus,Zenbook UX410UA-GV027T
368,Lenovo,IdeaPad 320-17IKB
369,HP,250 G6
370,Lenovo,IdeaPad 320-15ISK
371,HP,15-AY023na (N3710/8GB/2TB/W10)
372,Dell,Inspiron 5770
373,Lenovo,Legion Y520-15IKBN
374,Dell,Inspiron 5567
375,HP,Elitebook 1040
376,Asus,ZenBook Flip
377,Acer,Aspire 3
378,Asus,Rog Strix
379,Lenovo,IdeaPad 110-17ACL
380,Dell,Inspiron 5379
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)
382,Lenovo,Yoga 11e
383,Dell,Inspiron 3552
384,Asus,VivoBook E403NA
385,Acer,Aspire 7
386,HP,Omen 17-w212nv
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No
388,Asus,ROG Strix
389,Lenovo,IdeaPad 720S-14IKB
390,Asus,Zenbook Flip
391,Lenovo,Thinkpad X1
392,Lenovo,Ideapad 510S-13IKB
393,Dell,Precision 3510
394,Dell,Precision 5520
395,Lenovo,ThinkPad X1
396,Asus,Rog GL753VD-GC042T
397,Asus,Rog GL753VE-GC070T
399,Acer,Aspire 5
400,MSI,Leopard GP72M
401,Dell,Inspiron 5567
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon
403,Lenovo,ThinkPad E580
404,Lenovo,ThinkPad L470
405,Dell,Precision M5520
406,Lenovo,Thinkpad X1
407,Lenovo,IdeaPad 320-15IAP
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB
409,Lenovo,ThinkPad E580
410,Acer,Aspire 7
411,MSI,GE73VR 7RF
412,Asus,Zenbook 3
413,Toshiba,Portege Z30-C-16P
414,Dell,Latitude 7480
415,Lenovo,IdeaPad 320-15ISK
416,Lenovo,Lenovo IdeaPad
417,Lenovo,ThinkPad P51
418,Lenovo,Thinkpad T470p
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon
420,Acer,Aspire R7
421,Asus,ZenBook Flip
422,Dell,Inspiron 3567
423,Dell,Latitude 3380
424,HP,EliteBook 1040
425,Dell,Inspiron 3567
426,Lenovo,ThinkPad E480
427,Lenovo,Yoga 720-15IKB
428,Chuwi,LapBook 12.3
429,HP,ProBook 650
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce
431,Dell,Alienware 17
432,Dell,Inspiron 7577
433,Dell,Inspiron 5570
434,Dell,Latitude 5480
435,HP,Omen 17-w207nv
436,Mediacom,FlexBook Edge
437,Samsung,Chromebook 3
438,Lenovo,Thinkpad 13
439,Lenovo,IdeaPad 320s-14IKB
440,Lenovo,Thinkpad T570
441,Lenovo,Thinkpad P51
442,Asus,Rog Strix
443,HP,15-ra044nv (N3060/4GB/500GB/W10)
444,Google,Pixelbook (Core
445,Lenovo,ThinkPad T470s
446,Asus,VivoBook Max
447,Lenovo,IdeaPad 320-15AST
448,Dell,Inspiron 5570
449,Lenovo,ThinkPad X270
450,Lenovo,IdeaPad 320-15IAP
451,HP,Omen 15-AX205na
452,Dell,Latitude 5480
453,Acer,Aspire ES1-572
454,Dell,Precision 3520
455,MSI,GV62 7RD-1686NL
456,Microsoft,Surface Laptop
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10)
458,Dell,Precision 3520
459,HP,ProBook 650
460,Lenovo,ThinkPad T470
461,Dell,Inspiron 5570
462,Dell,Inspiron 3168
463,Dell,Alienware 17
464,Microsoft,Surface Laptop
465,Microsoft,Surface Laptop
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10)
467,Acer,Aspire E5-576G
468,Acer,TravelMate B
469,Asus,Pro P2540UA-AB51
470,Lenovo,IdeaPad 510s-14IKB
471,Lenovo,Thinkpad P51
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10)
473,Acer,Aspire 5
474,Dell,Inspiron 5570
475,HP,Omen 17-an006nv
476,Lenovo,Thinkpad T460s
477,HP,Spectre x360
478,HP,ZBook 15u
479,Google,Pixelbook (Core
480,Dell,Latitude 7390
481,Asus,ZenBook Pro
482,Dell,Latitude E5470
483,Dell,Precision M5520
484,Lenovo,Thinkpad T470
485,Dell,Inspiron 3576
486,Toshiba,Portege X30-D-10J
487,Dell,Inspiron 7570
488,Dell,Vostro 3568
489,HP,ProBook 430
490,Chuwi,"Lapbook 15,6"
491,Lenovo,ThinkPad E570
492,Lenovo,ThinkPad E480
493,Dell,Precision 3520
494,Dell,XPS 15
495,Lenovo,Thinkpad X270
496,Asus,Zenbook UX390UA
497,Lenovo,Thinkpad E570
498,Toshiba,Portege X30-D-10L
499,Asus,VivoBook Pro
500,Acer,Aspire 5
501,Asus,Rog G752VL-UH71T
502,Lenovo,Thinkpad X260
503,Lenovo,Ideapad 520-15IKBR
504,HP,EliteBook 840
505,Lenovo,ThinkPad 13
506,Lenovo,ThinkPad L570
507,Asus,VivoBook E201NA
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon
509,Lenovo,Yoga 920-13IKB
510,Lenovo,IdeaPad 320-14IAP
511,Lenovo,Chromebook N23
512,Lenovo,ThinkPad 13
513,Asus,ZenBook UX510UX-CN211T
514,Acer,Aspire A515-51G-59QF
515,HP,Envy 13-AB002nv
516,Lenovo,Legion Y520-15IKBN
517,Dell,XPS 13
518,Acer,Aspire A515-51G
519,Dell,Vostro 5568
520,Dell,Inspiron 5570
521,Xiaomi,Mi Notebook
522,Asus,VivoBook E12
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10)
524,Asus,ROG Zephyrus
525,HP,Probook 450
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB
527,Lenovo,Legion Y720-15IKB
528,HP,Spectre X360
529,Dell,Latitude 5480
530,HP,ProBook 440
531,Dell,Inspiron 5770
532,Lenovo,ThinkPad L470
533,Lenovo,IdeaPad 320-15IKB
534,Lenovo,IdeaPad 320-15ISK
535,Dell,Inspiron 3567
536,Dell,Latitude 5580
537,Dell,Alienware 17
538,Toshiba,Satellite Pro
539,Asus,Zenbook UX510UW-FI095T
540,Mediacom,SmartBook Edge
541,Asus,ROG Strix
542,Dell,Latitude 5580
543,Dell,Inspiron 5570
544,HP,250 G6
545,HP,Omen 15-ce006nv
546,Lenovo,Thinkpad E470
547,Dell,XPS 13
548,Dell,Vostro 5468
549,HP,Envy 13-AB020nr
550,Acer,Aspire 7
551,Asus,VivoBook X540YA-XX519T
552,HP,ProBook 450
553,Lenovo,ThinkPad E470
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No
555,HP,250 G6
556,Lenovo,ThinkPad T570
557,Lenovo,IdeaPad 320-15ISK
558,Dell,Latitude 5580
559,Dell,Alienware 17
560,HP,17-X047na (i3-6006U/8GB/1TB/W10)
561,HP,ProBook 470
562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux)
563,Mediacom,SmartBook 130
564,Lenovo,IdeaPad 320-17IKB
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon
566,Dell,Vostro 3568
567,Acer,Spin SP111-31
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)
569,HP,EliteBook 1030
570,Lenovo,Thinkpad P71
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB
572,Dell,XPS 13
573,Dell,Latitude 5580
574,Fujitsu,Lifebook A557
575,Lenovo,IdeaPad 320-15IAP
576,Lenovo,ThinkPad L470
577,HP,ZBook 17
578,HP,14-am079na (N3710/8GB/2TB/W10)
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon
580,Lenovo,Thinkpad E570
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)
582,Mediacom,SmartBook 141
583,Toshiba,Tecra X40-D-10H
584,Lenovo,IdeaPad Y910-17ISK
585,MSI,GT73VR Titan
586,Dell,Inspiron 3567
587,Mediacom,SmartBook Edge
588,Dell,Latitude 5580
589,HP,ProBook 430
590,Dell,Latitude 5580
591,Dell,Chromebook 11
592,MSI,GT80S 6QE
593,HP,Omen 17-AN010nv
594,Lenovo,Thinkpad T460s
595,Lenovo,Ideapad 320-15IKBR
596,Asus,ROG Strix
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10)
598,Lenovo,IdeaPad 320-15ABR
599,Dell,Inspiron 3179
600,Samsung,Notebook Odyssey
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No
602,Lenovo,IdeaPad 110-15ISK
603,Lenovo,ThinkPad Yoga
604,Lenovo,Thinkpad T470p
605,Dell,Latitude 5289
606,Dell,Precision 3520
607,HP,EliteBook 850
608,HP,ProBook 450
609,Acer,Aspire 1
610,MSI,Laptop MSI
611,Dell,Vostro 3568
612,MSI,GS63VR 7RF
613,Toshiba,Tecra Z50-C-144
614,Lenovo,IdeaPad 310-15IKB
615,Lenovo,Yoga 720-15IKB
616,Acer,Swift SF114-31-P5HY
617,Lenovo,Thinkpad P51
618,Dell,Inspiron 7559
619,Dell,Vostro 3568
620,Dell,Inspiron 3567
621,Dell,Latitude 5580
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB
623,Dell,Vostro 3568
624,HP,EliteBook 850
625,MSI,GT62VR 7RE
626,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome
627,HP,ProBook 650
628,Lenovo,ThinkPad T470
629,Dell,Inspiron 5570
630,Fujitsu,LifeBook A557
631,HP,EliteBook 850
632,Lenovo,IdeaPad 320-15IKB
633,Mediacom,SmartBook 140
634,Lenovo,IdeaPad 320-15IKBN
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10)
636,Dell,XPS 15
637,Asus,ZenBook 3
639,Dell,Inspiron 7567
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10)
641,Lenovo,Ideapad 320-15ISK
642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10)
643,Asus,VivoBook Pro
644,Dell,XPS 13
645,Lenovo,IdeaPad 100S-14IBR
646,Lenovo,Thinkpad Yoga
647,Dell,XPS 15
648,Lenovo,Legion Y520-15IKBN
649,HP,17-AK091ND (A9-9420/8GB/1TB/W10)
650,Lenovo,ThinkPad X1
651,Asus,ROG GL553VE-FY022
652,Acer,Extensa EX2540
653,Lenovo,IdeaPad 100S-14IBR
654,Acer,Swift 3
655,Razer,Blade Pro
656,Toshiba,Portege Z30-C-16J
657,Lenovo,Thinkpad X270
658,Asus,ROG G701VI
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce
660,Dell,XPS 13
661,MSI,GL62M 7REX
662,HP,250 G6
663,Toshiba,Tecra A50-D-11M
664,Dell,Inspiron 5570
665,Dell,Inspiron 5570
666,Lenovo,IdeaPad Y700-15ISK
667,Dell,Alienware 17
668,Dell,Latitude E7470
669,Lenovo,Ideapad 320-15IAP
670,Lenovo,IdeaPad 320-15ISK
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon
672,MSI,GP72VR Leopard
673,Toshiba,Satellite Pro
674,Dell,Latitude 3580
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon
676,Toshiba,Tecra Z50-D-10E
677,Acer,Aspire 3
678,Microsoft,Surface Laptop
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB
680,Lenovo,Yoga 720-13IKB
681,Lenovo,IdeaPad 320-15AST
682,HP,Pavilion X360
683,MSI,GP62 7RDX
684,Asus,Zenbook 3
685,HP,Chromebook X360
686,LG,Gram 15Z975
687,Acer,Aspire VX5-591G
688,MSI,GV62M 7RD
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10)
690,Dell,Alienware 15
691,HP,17-bs000nv I3
692,Lenovo,Yoga 730
693,Dell,Alienware 15
694,HP,250 G6
695,Dell,Inspiron 3567
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10)
698,Acer,Chromebook 14
699,Lenovo,IdeaPad 520s-14IKB
700,HP,ZBook 17
701,Lenovo,ThinkPad X1
702,Toshiba,Satellite Pro
703,Acer,TravelMate B117-M
704,Lenovo,Yoga 910-13IKB
705,Asus,Chromebook Flip
706,Toshiba,Portege Z30T-C-133
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon
708,Dell,Inspiron 5577
709,Lenovo,IdeaPad 320-15AST
710,Lenovo,IdeaPad 320-15ABR
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No
713,Dell,Vostro 5568
714,Acer,Spin 5
715,Lenovo,ThinkPad P51s
716,Lenovo,Thinkpad T460p
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon
718,Lenovo,Legion Y520-15IKBN
719,Dell,Latitude 5480
720,Dell,Vostro 5568
721,Asus,VivoBook E403NA
722,Dell,Latitude 5580
723,Lenovo,Thinkpad E470
724,Dell,Latitude 5580
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10)
726,Mediacom,Smartbook 142
727,HP,ProBook 470
728,Lenovo,ThinkPad X1
729,HP,Pavilion X360
730,Lenovo,ThinkPad T470s
731,Dell,Alienware 17
732,MSI,GL72M 7REX
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No
734,Dell,Inspiron 5570
735,Dell,Inspiron 5378
736,Dell,Inspiron 5567
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon
738,Acer,Predator 17
739,Dell,Inspiron 3567
740,HP,15-BW091ND (A9-9420/6GB/1TB
741,Acer,Extensa EX2540-58KR
742,Lenovo,ThinkPad 13
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)
744,HP,ZBook 15
745,Dell,Inspiron 5379
746,MSI,GS63VR 7RF
747,Acer,Aspire ES1-572
748,Dell,Inspiron 7560
749,Dell,Vostro 3568
750,Toshiba,Tecra X40-D-10G
751,Lenovo,Flex 5
752,Lenovo,Thinkpad P51s
753,Acer,Chromebook 14
754,Samsung,Notebook 9
755,HP,250 G6
757,Dell,Latitude 5480
758,HP,Zbook 17
759,Lenovo,N23 (N3060/4GB/128GB/W10)
760,HP,EliteBook 850
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce
762,Lenovo,Thinkpad T460
763,Asus,Pro P2540UA-XO0192R
764,Lenovo,Yoga 900-13ISK
765,HP,15-cb003na (i5-7300HQ/8GB/1TB
766,HP,ZBook 15
767,Dell,Alienware 17
768,Acer,Aspire 3
769,Lenovo,Legion Y520-15IKBN
770,Dell,Latitude 7280
771,Google,Pixelbook (Core
772,Asus,Zenbook UX330UA-AH5Q
773,Dell,Latitude 3380
774,Acer,TravelMate P238-M
